,subjectkey,clip,dim,real_silh_avg_total,real_silh_sd_total,real_silh_avg_neu,real_silh_sd_neu,real_silh_avg_pos,real_silh_sd_pos,real_silh_avg_mix,real_silh_sd_mix,real_silh_avg_neg,real_silh_sd_neg,p_perm_total,p_perm_neu,p_perm_pos,p_perm_mix,p_perm_neg,avg_d_neu,avg_d_pos,avg_d_mix,avg_d_neg,med_d_neu,med_d_pos,med_d_mix,med_d_neg
0,sub-22,SP,7,0.9443827749409198,0.2435264476549641,0.4366367092350029,0.6483945172359914,0.984786028070582,0.043352775490490714,0.997893426825435,0.000810577980244394,0.9990838494061581,0.0003258339670488635,0.002,0.993,0.005,0.0,0.0,1.1570751327859126,1.3362102254445094,1.4104718337287612,1.2668154750242329,1.1970474598726912,1.400128824473926,1.4137749397446608,1.2416424996253648
0,sub-22,CI,7,0.9342528479873595,0.2897982868204864,-0.9621310172271625,0.04224921073147825,,,0.9661394451275817,0.08201234584705211,0.9844185788309037,0.061460763941572336,0.077,1.0,,0.033,0.003,0.996684871020628,,1.396723171773434,1.5730298645284606,0.989931670212122,,1.049634175157463,1.9367762990310395
0,sub-22,MO,7,0.9130922775308041,0.20329999375854188,-0.025186827586139722,0.4254384616024935,,,0.8789640513492721,0.12244324252524978,0.970005154232294,0.13840507601580554,0.418,0.999,,0.581,0.038,0.9592332622609157,,1.054963307843314,1.813982523846733,0.989366038816436,,1.036826385607616,1.9065689807381776
