Loudness
0.00040195437
0.0010477486
0.002257084
0.004111628
0.006163946
0.009087288
0.012684183
0.015351501
0.016781067
0.018295169
0.02095568
0.024191922
0.024441192
0.024531793
0.031139797
0.0321602
0.038593475
0.04673185
0.054219738
0.056349486
0.07365298
0.06764647
0.07593481
0.08067303
0.15289056
0.15834981
0.111380585
0.08674528
0.07885161
0.072856955
0.067975014
0.05892544
0.0652602
0.066556945
0.06106058
0.06206677
0.062454302
0.057858005
0.06024754
0.057483576
0.056107644
0.05769504
0.054472066
0.052331235
0.05836373
0.057386436
0.05403098
0.052885562
0.05401532
0.05402942
0.05656526
0.066604674
0.06813926
0.07353792
0.069095924
0.06480965
0.06658283
0.07157812
0.05906938
0.056319416
0.0606018
0.059991207
0.056941632
0.05772393
0.055315148
0.049601737
0.05027915
0.04897435
0.0457257
0.057921965
0.052885294
0.052543424
0.051046383
0.054960866
0.053716794
0.05203039
0.053608086
0.049412154
0.050987285
0.05214363
0.04802804
0.048214577
0.058449544
0.053235874
0.05394604
0.053315707
0.053566344
0.0524078
0.05150466
0.052606445
0.051186703
0.054520834
0.049513556
0.04716532
0.061765816
0.05879287
0.049849346
0.06264119
0.0700781
0.06576238
0.06796574
0.061917253
0.051591113
0.050074756
0.049513835
0.04960205
0.05319114
0.05247203
0.07555729
0.09197788
0.13281542
0.19150165
0.16416135
0.14504175
0.16034828
0.15907246
0.14864212
0.112166375
0.120314315
0.15602823
0.0581967
0.08678051
0.11728256
0.06696228
0.047423657
0.04128628
0.039033145
0.03721316
0.037501942
0.040231343
0.042403225
0.03820016
0.041706406
0.034891147
0.03572929
0.03478307
0.034884375
0.03185467
0.03323415
0.032398567
0.031062465
0.027405573
0.027998595
0.026035914
0.025449013
0.02593978
0.024573186
0.022507917
0.02371479
0.021158386
0.020299237
0.02281817
0.021398867
0.021486916
0.023968736
0.02553929
0.028121745
0.032728236
0.03632992
0.029848777
0.029679721
0.02986846
0.031954844
0.032126296
0.031222204
0.03008203
0.02731084
0.025813693
0.027100574
0.027155196
0.027252924
0.026155604
0.025094837
0.02715318
0.026271947
0.023701094
0.027844585
0.02393753
0.026078397
0.028848648
0.026245773
0.027377322
0.029299045
0.025919473
0.025904126
0.03177393
0.028567689
0.027413828
0.031732365
0.027528333
0.027068002
0.028352432
0.028703593
0.029673265
0.03537771
0.03528619
0.034965392
0.032021422
0.030018102
0.025696995
0.027562631
0.029706836
0.03583461
0.035680767
0.04071202
0.048217062
0.038436893
0.030297048
0.03547671
0.035729334
0.034765508
0.03971924
0.03693591
0.031205146
0.039079197
0.037790556
0.03271009
0.03833142
0.035309784
0.039460216
0.038752858
0.03312198
0.03398347
0.034183577
0.030547258
0.032886624
0.036661096
0.03824697
0.037653536
0.037353363
0.03385707
0.032648973
0.0342867
