ref_clip,target_clip,sub,dim,test_acc_random,test_f1_random,test_acc_not_align,test_f1_not_align,test_acc_align,test_f1_align
CI,MO,sub-30,1,0.06866952789699571,0.008824999569091817,0.18025751072961374,0.19649777356873604,0.5536480686695279,0.5177767180628411
CI,MO,sub-43,1,0.40772532188841204,0.40966114206393417,0.16738197424892703,0.05984543158273336,0.16738197424892703,0.05984543158273336
MO,SP,sub-01,1,0.4291845493562232,0.25776849811184577,0.36909871244635195,0.2677151175005252,0.38626609442060084,0.2815231760900305
MO,SP,sub-02,1,0.15450643776824036,0.08351994410168447,0.1072961373390558,0.08032024957530977,0.5879828326180258,0.47636072398929713
MO,SP,sub-19,1,0.16738197424892703,0.047999242615501134,0.30042918454935624,0.1969712661772748,0.30042918454935624,0.1969712661772748
MO,SP,sub-25,1,0.18025751072961374,0.05506047600468201,0.26180257510729615,0.1508891866981063,0.26180257510729615,0.1508891866981063
MO,SP,sub-30,1,0.2532188841201717,0.10232817919924746,0.18025751072961374,0.09712505144335352,0.14163090128755365,0.07770841461828587
MO,SP,sub-43,1,0.44206008583690987,0.27102493357858165,0.44206008583690987,0.27102493357858165,0.44206008583690987,0.27102493357858165
MO,CI,sub-01,1,0.4034334763948498,0.231943405389088,0.24034334763948498,0.1654433373563747,0.3648068669527897,0.250298126269069
MO,CI,sub-02,1,0.14163090128755365,0.0750521395927004,0.2317596566523605,0.15659515546572242,0.2317596566523605,0.15659515546572242
MO,CI,sub-19,1,0.10300429184549356,0.01923815567542292,0.2446351931330472,0.1623742209821477,0.2446351931330472,0.1623742209821477
MO,CI,sub-25,1,0.08583690987124463,0.013571052944070298,0.22317596566523606,0.12882571473105742,0.22317596566523606,0.12882571473105742
MO,CI,sub-30,1,0.18454935622317598,0.057504509547801216,0.19313304721030042,0.1104599188177232,0.24034334763948498,0.1363447275236153
MO,CI,sub-43,1,0.4334763948497854,0.26216237053789415,0.4334763948497854,0.26216237053789415,0.4334763948497854,0.26216237053789415
SP,CI,sub-01,2,0.34334763948497854,0.270573410078076,0.3648068669527897,0.29160290095088415,0.31759656652360513,0.24745357120813744
SP,CI,sub-02,2,0.34763948497854075,0.18454646024106156,0.31759656652360513,0.2200974916039619,0.3218884120171674,0.2101148981426635
SP,CI,sub-19,2,0.2532188841201717,0.21033865880531089,0.3218884120171674,0.2765623295734824,0.2532188841201717,0.24017289136456335
SP,CI,sub-25,2,0.30472103004291845,0.2312730603439972,0.38626609442060084,0.2916709939749796,0.22317596566523606,0.13003874717653022
SP,CI,sub-30,2,0.45064377682403434,0.3170567117445407,0.4721030042918455,0.3183005386551965,0.45064377682403434,0.3012414958016308
SP,CI,sub-43,2,0.41630901287553645,0.36980304920946516,0.2918454935622318,0.2807851945943273,0.30042918454935624,0.2813447005149437
SP,MO,sub-01,2,0.3133047210300429,0.27264264959490503,0.38197424892703863,0.3318261111381834,0.2017167381974249,0.20277041431737217
SP,MO,sub-02,2,0.31759656652360513,0.15869475190121224,0.27896995708154504,0.2092184687802852,0.15879828326180256,0.14017385527026227
SP,MO,sub-19,2,0.21030042918454936,0.14419674535375324,0.2017167381974249,0.15831913871189654,0.1888412017167382,0.1343275375826353
SP,MO,sub-25,2,0.15450643776824036,0.15128273845536383,0.17167381974248927,0.15629921055807316,0.33905579399141633,0.20801897447481363
SP,MO,sub-30,2,0.10300429184549356,0.08627563627767623,0.1072961373390558,0.08062603545664454,0.06866952789699571,0.008824999569091817
SP,MO,sub-43,2,0.45064377682403434,0.44823647092695706,0.18025751072961374,0.20840495061833392,0.2918454935622318,0.33393154540603565
CI,SP,sub-01,2,0.44206008583690987,0.3265196731432288,0.39914163090128757,0.31015573674631686,0.44635193133047213,0.3404429383082457
CI,SP,sub-02,2,0.37339055793991416,0.3682679712098622,0.34763948497854075,0.34827126706955036,0.27467811158798283,0.2555884285660791
CI,SP,sub-19,2,0.2918454935622318,0.2177643280436881,0.31759656652360513,0.24547271823357353,0.24034334763948498,0.20218881407370332
CI,SP,sub-25,2,0.38197424892703863,0.3315157716457149,0.31759656652360513,0.332505997332289,0.27467811158798283,0.23200528893593886
CI,SP,sub-30,2,0.48497854077253216,0.3413856529736358,0.48497854077253216,0.37318365125921726,0.47639484978540775,0.3575274799571424
CI,SP,sub-43,2,0.38197424892703863,0.29925959390608137,0.3562231759656652,0.29826893215971206,0.34334763948497854,0.28911432621909783
CI,MO,sub-01,2,0.45064377682403434,0.3493842418247022,0.4248927038626609,0.323673767955515,0.4206008583690987,0.3033189432746404
CI,MO,sub-02,2,0.24892703862660945,0.21220310256458966,0.2575107296137339,0.20705268364515791,0.2575107296137339,0.20656615678074905
CI,MO,sub-19,2,0.2575107296137339,0.15502054251057787,0.1888412017167382,0.11589818134569861,0.21888412017167383,0.13645313971999704
CI,MO,sub-25,2,0.20600858369098712,0.19139395136136098,0.18025751072961374,0.20443586513730774,0.37339055793991416,0.31515052281979367
CI,MO,sub-30,2,0.0815450643776824,0.03790004780721538,0.1072961373390558,0.0801132234077277,0.10300429184549356,0.04573444842151691
CI,MO,sub-43,2,0.5836909871244635,0.5473256510332888,0.44206008583690987,0.4668545235309271,0.4592274678111588,0.47042317974212944
MO,SP,sub-01,2,0.33905579399141633,0.2373228909929365,0.39914163090128757,0.2740169124208558,0.4206008583690987,0.27126094326515826
MO,SP,sub-02,2,0.31759656652360513,0.34193897920353195,0.27896995708154504,0.30896259494018796,0.12017167381974249,0.1050820331003201
MO,SP,sub-19,2,0.18454935622317598,0.13444154174700917,0.20600858369098712,0.15235246083352075,0.2532188841201717,0.21795544166371406
MO,SP,sub-25,2,0.2703862660944206,0.19532583946798288,0.24034334763948498,0.17137561225966014,0.1630901287553648,0.1321443542360642
MO,SP,sub-30,2,0.2532188841201717,0.10267982242673626,0.21030042918454936,0.09926180257510728,0.19313304721030042,0.09451150388424377
MO,SP,sub-43,2,0.44206008583690987,0.271833963231055,0.4334763948497854,0.2673537046079515,0.4291845493562232,0.29336222841769855
MO,CI,sub-01,2,0.34334763948497854,0.22320585941388524,0.38626609442060084,0.2663181268331483,0.3948497854077253,0.2665381958232391
MO,CI,sub-02,2,0.2017167381974249,0.2029235754434516,0.24892703862660945,0.22435043975307167,0.2575107296137339,0.22815344017925543
MO,CI,sub-19,2,0.17167381974248927,0.16323407885266442,0.16738197424892703,0.14956881257339766,0.17167381974248927,0.17530926533703609
MO,CI,sub-25,2,0.20600858369098712,0.16499462806936202,0.18454935622317598,0.1471481972271118,0.19742489270386265,0.1758043037157663
MO,CI,sub-30,2,0.18454935622317598,0.057504509547801216,0.18025751072961374,0.09145883347123214,0.20600858369098712,0.12468240924749473
MO,CI,sub-43,2,0.4334763948497854,0.2892548764913012,0.41630901287553645,0.2620043032296991,0.4334763948497854,0.2703784390205722
SP,CI,sub-01,3,0.3648068669527897,0.24075238043315966,0.3776824034334764,0.29160337810328546,0.351931330472103,0.30847474423083576
SP,CI,sub-02,3,0.34334763948497854,0.175513170343759,0.30042918454935624,0.2122491915221024,0.3133047210300429,0.2577821357920748
SP,CI,sub-19,3,0.27467811158798283,0.22010126872437835,0.27467811158798283,0.23125691364939863,0.27467811158798283,0.2681887802950237
SP,CI,sub-25,3,0.24034334763948498,0.18096521967990417,0.34763948497854075,0.26108154506437764,0.2918454935622318,0.27940594141268105
SP,CI,sub-30,3,0.45064377682403434,0.3142242823562454,0.4721030042918455,0.32941853397784665,0.4334763948497854,0.3074182407989576
SP,CI,sub-43,3,0.2703862660944206,0.26938764774310864,0.33047210300429186,0.2898393101503983,0.33476394849785407,0.30378203171864177
SP,MO,sub-01,3,0.41201716738197425,0.3048359206436989,0.3905579399141631,0.3433387536765033,0.20600858369098712,0.19274683018156408
SP,MO,sub-02,3,0.3133047210300429,0.14997537465700417,0.27467811158798283,0.2081886852934486,0.2446351931330472,0.21270359453365056
SP,MO,sub-19,3,0.2145922746781116,0.14131577494669142,0.2145922746781116,0.17815645645078174,0.22746781115879827,0.18787009100003224
SP,MO,sub-25,3,0.15021459227467812,0.1352088990102479,0.1459227467811159,0.12302048001403898,0.22317596566523606,0.18397670568043942
SP,MO,sub-30,3,0.09871244635193133,0.06609956584762618,0.08583690987124463,0.04964764478355323,0.06866952789699571,0.00900583972419616
SP,MO,sub-43,3,0.44206008583690987,0.4373366394958103,0.37339055793991416,0.3959924063015066,0.4978540772532189,0.49451572489406365
CI,SP,sub-01,3,0.4334763948497854,0.34156761232833477,0.4291845493562232,0.29137504126774516,0.36909871244635195,0.324339900620474
CI,SP,sub-02,3,0.27896995708154504,0.2966672886732599,0.33905579399141633,0.3314694288463895,0.2317596566523605,0.2116364986182637
CI,SP,sub-19,3,0.27896995708154504,0.21708621798779634,0.296137339055794,0.2245782745404053,0.21888412017167383,0.15999273387491672
CI,SP,sub-25,3,0.3605150214592275,0.3353659455384832,0.3648068669527897,0.33628183791813,0.2532188841201717,0.2491009887497272
CI,SP,sub-30,3,0.4721030042918455,0.3463880712946198,0.44206008583690987,0.3287191753323494,0.4248927038626609,0.3284656918604032
CI,SP,sub-43,3,0.3605150214592275,0.2932307767070792,0.26180257510729615,0.22861855681183751,0.2875536480686695,0.25883952231625174
CI,MO,sub-01,3,0.4248927038626609,0.3089793577681356,0.44206008583690987,0.3417957240410369,0.38626609442060084,0.3267022957634363
CI,MO,sub-02,3,0.26180257510729615,0.22078089572345574,0.24892703862660945,0.2010249106694034,0.26609442060085836,0.2137674640509927
CI,MO,sub-19,3,0.24034334763948498,0.14521987796156707,0.21030042918454936,0.1266502076551084,0.23605150214592274,0.16066239741039703
CI,MO,sub-25,3,0.11158798283261803,0.1150714807857454,0.1459227467811159,0.1505751911295066,0.2017167381974249,0.17289906904668798
CI,MO,sub-30,3,0.06437768240343347,0.020248010992552887,0.0944206008583691,0.05373654092312326,0.12017167381974249,0.09931615170038977
CI,MO,sub-43,3,0.5450643776824035,0.5214753795745074,0.47639484978540775,0.48179290093545485,0.4248927038626609,0.43710960532065957
MO,SP,sub-01,3,0.4206008583690987,0.25568441238243084,0.41630901287553645,0.2898723594002564,0.3776824034334764,0.3121277357182669
MO,SP,sub-02,3,0.3605150214592275,0.3831895524519814,0.3776824034334764,0.40051936533553145,0.19313304721030042,0.2098303077494445
MO,SP,sub-19,3,0.17167381974248927,0.12077712712019788,0.19742489270386265,0.15820993820181553,0.24892703862660945,0.2100539759822534
MO,SP,sub-25,3,0.26180257510729615,0.20094166524294724,0.2532188841201717,0.185284348869488,0.18454935622317598,0.1485439157984551
MO,SP,sub-30,3,0.2446351931330472,0.1095042607451639,0.21030042918454936,0.1021211960649252,0.22317596566523606,0.10252610497858812
MO,SP,sub-43,3,0.44206008583690987,0.27102493357858165,0.43776824034334766,0.27244790788740064,0.43776824034334766,0.2771683616502931
MO,CI,sub-01,3,0.41201716738197425,0.253950028329079,0.4034334763948498,0.28198844941895695,0.3905579399141631,0.27161598131264236
MO,CI,sub-02,3,0.24034334763948498,0.2107255936423142,0.20600858369098712,0.19718447167553785,0.2446351931330472,0.21389477320877762
MO,CI,sub-19,3,0.13733905579399142,0.07652970209814335,0.1459227467811159,0.13929312193851584,0.1759656652360515,0.16380405740254914
MO,CI,sub-25,3,0.2145922746781116,0.1711654126065497,0.15450643776824036,0.12820042589199754,0.17167381974248927,0.15752887776831756
MO,CI,sub-30,3,0.18025751072961374,0.08070569649968791,0.18454935622317598,0.08916015854030347,0.19742489270386265,0.12073018465609386
MO,CI,sub-43,3,0.4291845493562232,0.27556994570004306,0.4334763948497854,0.28395392889312776,0.4291845493562232,0.2603461830929642
SP,CI,sub-01,4,0.3562231759656652,0.2681353414868826,0.34763948497854075,0.25761998001471115,0.3090128755364807,0.27067625370516885
SP,CI,sub-02,4,0.34763948497854075,0.18454646024106156,0.3090128755364807,0.21043041062140322,0.2703862660944206,0.21081319260303485
SP,CI,sub-19,4,0.24034334763948498,0.22821218517866745,0.2832618025751073,0.2578033554428404,0.2875536480686695,0.2815496116570809
SP,CI,sub-25,4,0.26180257510729615,0.19876936293537253,0.3648068669527897,0.26820769445384335,0.30042918454935624,0.2479350498324973
SP,CI,sub-30,4,0.4206008583690987,0.31041597887091454,0.45493562231759654,0.3138298718313959,0.45493562231759654,0.32833613831045555
SP,CI,sub-43,4,0.27896995708154504,0.25723719978259674,0.3090128755364807,0.2793114135773609,0.26180257510729615,0.23524155347079684
SP,MO,sub-01,4,0.41630901287553645,0.31495102912700323,0.38626609442060084,0.33318345936371696,0.27896995708154504,0.27488074738998364
SP,MO,sub-02,4,0.3133047210300429,0.1494852590535499,0.27896995708154504,0.2216976898509073,0.2317596566523605,0.21162101290856655
SP,MO,sub-19,4,0.21888412017167383,0.16318907669424507,0.2703862660944206,0.2546279294506576,0.22746781115879827,0.18427091510655988
SP,MO,sub-25,4,0.1888412017167382,0.16329940527235962,0.1459227467811159,0.13185271077299165,0.2317596566523605,0.18460179572519736
SP,MO,sub-30,4,0.0944206008583691,0.05659942809136996,0.09871244635193133,0.06541536773412117,0.07296137339055794,0.033269931070360255
SP,MO,sub-43,4,0.4248927038626609,0.4306327396456152,0.3776824034334764,0.3968363966322919,0.47639484978540775,0.4752437624833732
CI,SP,sub-01,4,0.3605150214592275,0.32043948578921805,0.4206008583690987,0.28508194484219346,0.33047210300429186,0.2560157471486324
CI,SP,sub-02,4,0.26609442060085836,0.2883139823384129,0.2875536480686695,0.283074055439433,0.296137339055794,0.29608453631717957
CI,SP,sub-19,4,0.2575107296137339,0.19492551548987905,0.2703862660944206,0.20595706308992368,0.23605150214592274,0.17687755346681677
CI,SP,sub-25,4,0.33905579399141633,0.3218907002481036,0.3905579399141631,0.3757059307399,0.30042918454935624,0.2702296359182176
CI,SP,sub-30,4,0.45064377682403434,0.3675049158109514,0.48068669527896996,0.3509429054493432,0.44206008583690987,0.33739367134594717
CI,SP,sub-43,4,0.38197424892703863,0.312270986201486,0.2703862660944206,0.24714158559754054,0.3261802575107296,0.27118027003710987
CI,MO,sub-01,4,0.4291845493562232,0.3319425912179067,0.44635193133047213,0.3231115491777197,0.351931330472103,0.3107691407323832
CI,MO,sub-02,4,0.24034334763948498,0.20782500290831785,0.22317596566523606,0.1835423352156822,0.2703862660944206,0.2284744812457496
CI,MO,sub-19,4,0.21030042918454936,0.1265674916905999,0.21030042918454936,0.13248517082125533,0.2532188841201717,0.1666780372849328
CI,MO,sub-25,4,0.15021459227467812,0.15198810328304121,0.15450643776824036,0.15843584761630838,0.18025751072961374,0.16569124723631162
CI,MO,sub-30,4,0.08583690987124463,0.055457033989187374,0.0944206008583691,0.05649241776146589,0.09871244635193133,0.06984041292892212
CI,MO,sub-43,4,0.5236051502145923,0.48107042550035645,0.44206008583690987,0.44925282227793595,0.4592274678111588,0.461803041286813
MO,SP,sub-01,4,0.4248927038626609,0.2640480087288598,0.41201716738197425,0.28513977248158834,0.3648068669527897,0.31316278993821606
MO,SP,sub-02,4,0.3905579399141631,0.4036973157503689,0.33905579399141633,0.3582632256008014,0.2145922746781116,0.22562517008364016
MO,SP,sub-19,4,0.18454935622317598,0.1326878726939721,0.1759656652360515,0.12836317560989446,0.27467811158798283,0.21741626178530057
MO,SP,sub-25,4,0.2703862660944206,0.20079513063306628,0.22746781115879827,0.1581857786213887,0.19742489270386265,0.1544470197699885
MO,SP,sub-30,4,0.24034334763948498,0.11409757758336082,0.21888412017167383,0.10456812218727736,0.2446351931330472,0.11158308466379846
MO,SP,sub-43,4,0.44206008583690987,0.27102493357858165,0.4334763948497854,0.2773756259373085,0.4291845493562232,0.26954883282738407
MO,CI,sub-01,4,0.4034334763948498,0.259062447875568,0.34763948497854075,0.2544483526412598,0.33476394849785407,0.254615923622668
MO,CI,sub-02,4,0.2446351931330472,0.21318158859183856,0.21030042918454936,0.20535862584064235,0.21030042918454936,0.189127437219388
MO,CI,sub-19,4,0.12875536480686695,0.07531381454483431,0.12446351931330472,0.09249845706029447,0.18454935622317598,0.17129833674940842
MO,CI,sub-25,4,0.19742489270386265,0.14471227967831993,0.18025751072961374,0.14170690307353875,0.14163090128755365,0.11516734939501125
MO,CI,sub-30,4,0.2017167381974249,0.10828656322218555,0.19313304721030042,0.09684164190601961,0.2145922746781116,0.13062513302565676
MO,CI,sub-43,4,0.4291845493562232,0.26807754920822846,0.41630901287553645,0.26289765828311507,0.4334763948497854,0.27172601649902123
SP,CI,sub-01,5,0.351931330472103,0.25909972448410284,0.3605150214592275,0.28965044455801525,0.3562231759656652,0.31963500647130483
SP,CI,sub-02,5,0.34334763948497854,0.17607571255639926,0.30042918454935624,0.20108877917091095,0.3090128755364807,0.21065256813499897
SP,CI,sub-19,5,0.26609442060085836,0.2336495849799277,0.27896995708154504,0.25435889802545514,0.3218884120171674,0.3155212502192311
SP,CI,sub-25,5,0.30472103004291845,0.22546406640660754,0.36909871244635195,0.2746080233032927,0.3218884120171674,0.2559869335387156
SP,CI,sub-30,5,0.4291845493562232,0.31454212212209715,0.44635193133047213,0.31545988364026734,0.4206008583690987,0.30726679138696306
SP,CI,sub-43,5,0.27467811158798283,0.2547936644579734,0.33047210300429186,0.29669480421911565,0.3605150214592275,0.30972460694574544
SP,MO,sub-01,5,0.37339055793991416,0.3019093117691661,0.38626609442060084,0.3351739830804411,0.2317596566523605,0.23967936904141177
SP,MO,sub-02,5,0.3133047210300429,0.1494852590535499,0.26609442060085836,0.21065426783402447,0.24034334763948498,0.19273800088985835
SP,MO,sub-19,5,0.2317596566523605,0.17261587438678153,0.23605150214592274,0.213249501057218,0.22317596566523606,0.2036710868198647
SP,MO,sub-25,5,0.1459227467811159,0.14718496719920546,0.15879828326180256,0.13831490259594054,0.15021459227467812,0.1495028258190626
SP,MO,sub-30,5,0.0944206008583691,0.05858786698242579,0.11587982832618025,0.09560203324404284,0.1072961373390558,0.10022222773519011
SP,MO,sub-43,5,0.37339055793991416,0.400668152764188,0.41630901287553645,0.42593461516707054,0.48068669527896996,0.4778369359188596
CI,SP,sub-01,5,0.4334763948497854,0.3693808641472828,0.4248927038626609,0.2923730517635932,0.3905579399141631,0.3124243874028756
CI,SP,sub-02,5,0.2875536480686695,0.3032968051192219,0.296137339055794,0.2882891980594581,0.351931330472103,0.34462984748453585
CI,SP,sub-19,5,0.26609442060085836,0.202388528105484,0.296137339055794,0.2237162502649844,0.24034334763948498,0.17246904442728533
CI,SP,sub-25,5,0.33047210300429186,0.305183089641135,0.3948497854077253,0.3766884284051666,0.3218884120171674,0.2807406173395121
CI,SP,sub-30,5,0.44206008583690987,0.3487904081089253,0.48068669527896996,0.35361148847018115,0.47639484978540775,0.37279234210838047
CI,SP,sub-43,5,0.41201716738197425,0.344582041976163,0.26180257510729615,0.2511268669057106,0.2532188841201717,0.23753674860315319
CI,MO,sub-01,5,0.3948497854077253,0.31587028521132465,0.39914163090128757,0.2925084740442151,0.34334763948497854,0.2859615062383321
CI,MO,sub-02,5,0.2446351931330472,0.20351488275179522,0.22746781115879827,0.19084646608077746,0.2832618025751073,0.24052325218738066
CI,MO,sub-19,5,0.23605150214592274,0.13872364933097706,0.1888412017167382,0.11380719625239837,0.2317596566523605,0.14292857039638157
CI,MO,sub-25,5,0.15879828326180256,0.15233226785213497,0.15021459227467812,0.15254792402588876,0.1759656652360515,0.16774194311073384
CI,MO,sub-30,5,0.0815450643776824,0.04770722206502544,0.07725321888412018,0.026074296725807182,0.06866952789699571,0.015670738417519536
CI,MO,sub-43,5,0.5236051502145923,0.5002909101621547,0.48068669527896996,0.4801700704039942,0.5107296137339056,0.4942488078334319
MO,SP,sub-01,5,0.41630901287553645,0.2538469590704491,0.41201716738197425,0.29629275233159,0.3905579399141631,0.35503726256837836
MO,SP,sub-02,5,0.4034334763948498,0.4169402485926092,0.34334763948497854,0.36231377679391114,0.17167381974248927,0.1738248470856268
MO,SP,sub-19,5,0.1630901287553648,0.10157870405282675,0.18025751072961374,0.15287411816140356,0.24892703862660945,0.20755799839100098
MO,SP,sub-25,5,0.22746781115879827,0.17167790721438791,0.20600858369098712,0.14265040151934322,0.2317596566523605,0.1727604494334207
MO,SP,sub-30,5,0.2446351931330472,0.10585147358044811,0.21030042918454936,0.10087581562510904,0.2446351931330472,0.108522378908645
MO,SP,sub-43,5,0.44206008583690987,0.27102493357858165,0.4334763948497854,0.279039460652291,0.4334763948497854,0.2835792439315825
MO,CI,sub-01,5,0.3948497854077253,0.23584172776633622,0.351931330472103,0.25743999838230275,0.36909871244635195,0.28355433732863666
MO,CI,sub-02,5,0.21888412017167383,0.18086228956112763,0.22746781115879827,0.21972565850374484,0.26609442060085836,0.2563139063693381
MO,CI,sub-19,5,0.12875536480686695,0.07298089420100042,0.12446351931330472,0.09888758577389457,0.14163090128755365,0.11616208312598905
MO,CI,sub-25,5,0.19313304721030042,0.13492566910984197,0.17167381974248927,0.13930832541421032,0.12875536480686695,0.09560608365140923
MO,CI,sub-30,5,0.19742489270386265,0.08243987751545308,0.1888412017167382,0.09511687586637864,0.22317596566523606,0.13075804754497333
MO,CI,sub-43,5,0.4248927038626609,0.2600858369098712,0.4291845493562232,0.26836296750459837,0.43776824034334766,0.27701911822083497
SP,CI,sub-01,6,0.351931330472103,0.2506605299726814,0.351931330472103,0.29805400703254775,0.34763948497854075,0.3087850288351311
SP,CI,sub-02,6,0.33905579399141633,0.17443384899879938,0.30042918454935624,0.20811890289294985,0.34334763948497854,0.2143777149124889
SP,CI,sub-19,6,0.2446351931330472,0.2246621780626716,0.2875536480686695,0.25477228165230786,0.2832618025751073,0.28558820451330574
SP,CI,sub-25,6,0.30042918454935624,0.2276208719790211,0.3648068669527897,0.2693626901542972,0.30042918454935624,0.2440444552729726
SP,CI,sub-30,6,0.4291845493562232,0.31359359524595576,0.4334763948497854,0.31267668590139647,0.41630901287553645,0.30487216161690195
SP,CI,sub-43,6,0.2832618025751073,0.25569097336579233,0.34334763948497854,0.2994654970124828,0.3605150214592275,0.31165854827445344
SP,MO,sub-01,6,0.3648068669527897,0.29265521016142204,0.3948497854077253,0.3398526522046503,0.3261802575107296,0.2998685214142512
SP,MO,sub-02,6,0.3133047210300429,0.1494852590535499,0.27467811158798283,0.21946602009089547,0.2575107296137339,0.21737750402351433
SP,MO,sub-19,6,0.2317596566523605,0.17959991194482025,0.2575107296137339,0.22867968307686615,0.21030042918454936,0.16568954046713466
SP,MO,sub-25,6,0.13733905579399142,0.13785776350088208,0.13733905579399142,0.118313068107002,0.1759656652360515,0.17708554782183286
SP,MO,sub-30,6,0.08583690987124463,0.04245604898809417,0.1072961373390558,0.09306674223561315,0.19313304721030042,0.21985704152905802
SP,MO,sub-43,6,0.41630901287553645,0.4314362132238602,0.41201716738197425,0.4191637707783167,0.43776824034334766,0.4438206800051458
CI,SP,sub-01,6,0.4334763948497854,0.3439644530732953,0.4206008583690987,0.2983785110169533,0.351931330472103,0.2687965321025106
CI,SP,sub-02,6,0.2703862660944206,0.2929153056935034,0.296137339055794,0.2855953677590483,0.33476394849785407,0.34773458370432014
CI,SP,sub-19,6,0.2317596566523605,0.16229042517059314,0.30042918454935624,0.22478766143414272,0.24892703862660945,0.18209914306098682
CI,SP,sub-25,6,0.2875536480686695,0.27726195576435264,0.39914163090128757,0.3808180059732492,0.2832618025751073,0.269584395184259
CI,SP,sub-30,6,0.45064377682403434,0.3379898539470564,0.45064377682403434,0.33271010873870316,0.48068669527896996,0.360613718951414
CI,SP,sub-43,6,0.3905579399141631,0.32192279661386475,0.26180257510729615,0.24861094030715228,0.3648068669527897,0.3501116118800146
CI,MO,sub-01,6,0.41630901287553645,0.3337753446407088,0.38197424892703863,0.27734103882491257,0.36909871244635195,0.2873729011176356
CI,MO,sub-02,6,0.2703862660944206,0.22525939442951518,0.2145922746781116,0.1709502147695005,0.2575107296137339,0.21401527565624676
CI,MO,sub-19,6,0.22746781115879827,0.1307448244899874,0.19742489270386265,0.11849347008413358,0.21888412017167383,0.13408639158135452
CI,MO,sub-25,6,0.1630901287553648,0.15271409446327044,0.17167381974248927,0.17365681445920297,0.1630901287553648,0.16169645715548636
CI,MO,sub-30,6,0.08583690987124463,0.06434924965738581,0.07725321888412018,0.033944817341989085,0.08583690987124463,0.06316781350474968
CI,MO,sub-43,6,0.5064377682403434,0.49772118799811094,0.47639484978540775,0.4785227286396889,0.49356223175965663,0.4745702693134942
MO,SP,sub-01,6,0.41201716738197425,0.25122998011095987,0.40772532188841204,0.29615591381205414,0.4206008583690987,0.3638611647637813
MO,SP,sub-02,6,0.40772532188841204,0.4188595211997884,0.3261802575107296,0.349820455275836,0.2017167381974249,0.2114377301695672
MO,SP,sub-19,6,0.1759656652360515,0.10202654305530483,0.1759656652360515,0.14298998569384833,0.2317596566523605,0.19497760708227532
