ref_sub,target_sub,clip,dim,test_acc_random,test_f1_random,test_acc_not_align,test_f1_not_align,test_acc_align,test_f1_align
sub-25,sub-01,MO,1,0.06866952789699571,0.008824999569091817,0.06866952789699571,0.008824999569091817,0.06866952789699571,0.008824999569091817
sub-25,sub-02,SP,1,0.12875536480686695,0.029373847484456338,0.1759656652360515,0.05266125747940228,0.1759656652360515,0.05266125747940228
sub-25,sub-02,CI,1,0.2145922746781116,0.07582765889685923,0.3218884120171674,0.15676383702134775,0.3218884120171674,0.15676383702134775
sub-25,sub-02,MO,1,0.19742489270386265,0.06510068146507299,0.19742489270386265,0.06510068146507299,0.19742489270386265,0.06510068146507299
sub-25,sub-19,SP,1,0.2446351931330472,0.09616693799023235,0.3562231759656652,0.18712989623512793,0.3562231759656652,0.18712989623512793
sub-25,sub-19,CI,1,0.13304721030042918,0.03124593575237352,0.34334763948497854,0.175513170343759,0.34334763948497854,0.175513170343759
sub-25,sub-19,MO,1,0.22746781115879827,0.08430625168822593,0.22746781115879827,0.08430625168822593,0.22746781115879827,0.08430625168822593
sub-25,sub-30,SP,1,0.5107296137339056,0.34532286383144756,0.2532188841201717,0.10232817919924746,0.2532188841201717,0.10232817919924746
sub-25,sub-30,CI,1,0.4721030042918455,0.30280659167407,0.18454935622317598,0.057504509547801216,0.18454935622317598,0.057504509547801216
sub-25,sub-30,MO,1,0.6652360515021459,0.5315030308393434,0.6652360515021459,0.5315030308393434,0.6652360515021459,0.5315030308393434
sub-25,sub-43,SP,1,0.13304721030042918,0.03124593575237352,0.14163090128755365,0.035141501823227596,0.14163090128755365,0.035141501823227596
sub-25,sub-43,CI,1,0.2317596566523605,0.08721269309566179,0.08583690987124463,0.013571052944070298,0.08583690987124463,0.013571052944070298
sub-25,sub-43,MO,1,0.11158798283261803,0.02240376489303528,0.11158798283261803,0.02240376489303528,0.11158798283261803,0.02240376489303528
sub-30,sub-01,SP,1,0.4291845493562232,0.25776849811184577,0.18454935622317598,0.057504509547801216,0.18454935622317598,0.057504509547801216
sub-30,sub-01,CI,1,0.4034334763948498,0.231943405389088,0.4034334763948498,0.231943405389088,0.4034334763948498,0.231943405389088
sub-30,sub-01,MO,1,0.06866952789699571,0.008824999569091817,0.06866952789699571,0.008824999569091817,0.06866952789699571,0.008824999569091817
sub-30,sub-02,SP,1,0.12875536480686695,0.029373847484456338,0.1759656652360515,0.05266125747940228,0.1759656652360515,0.05266125747940228
sub-30,sub-02,CI,1,0.2145922746781116,0.07582765889685923,0.2145922746781116,0.07582765889685923,0.2145922746781116,0.07582765889685923
sub-30,sub-02,MO,1,0.19742489270386265,0.06510068146507299,0.19742489270386265,0.06510068146507299,0.19742489270386265,0.06510068146507299
sub-30,sub-19,SP,1,0.2446351931330472,0.09616693799023235,0.3562231759656652,0.18712989623512793,0.3562231759656652,0.18712989623512793
sub-30,sub-19,CI,1,0.13304721030042918,0.03124593575237352,0.13304721030042918,0.03124593575237352,0.13304721030042918,0.03124593575237352
sub-30,sub-19,MO,1,0.22746781115879827,0.08430625168822593,0.22746781115879827,0.08430625168822593,0.22746781115879827,0.08430625168822593
sub-30,sub-25,SP,1,0.39914163090128757,0.22773111456331133,0.33905579399141633,0.17170133157257622,0.33905579399141633,0.17170133157257622
sub-30,sub-25,CI,1,0.34334763948497854,0.175513170343759,0.34334763948497854,0.175513170343759,0.34334763948497854,0.175513170343759
sub-30,sub-25,MO,1,0.3776824034334764,0.2070782025055821,0.3776824034334764,0.2070782025055821,0.3776824034334764,0.2070782025055821
sub-30,sub-43,SP,1,0.13304721030042918,0.03124593575237352,0.14163090128755365,0.035141501823227596,0.14163090128755365,0.035141501823227596
sub-30,sub-43,CI,1,0.2317596566523605,0.08721269309566179,0.2317596566523605,0.08721269309566179,0.2317596566523605,0.08721269309566179
sub-30,sub-43,MO,1,0.11158798283261803,0.02240376489303528,0.11158798283261803,0.02240376489303528,0.11158798283261803,0.02240376489303528
sub-43,sub-01,SP,1,0.060085836909871244,0.006811349933102812,0.3261802575107296,0.16045112990819063,0.3261802575107296,0.16045112990819063
sub-43,sub-01,CI,1,0.10300429184549356,0.01923815567542292,0.4034334763948498,0.231943405389088,0.4034334763948498,0.231943405389088
sub-43,sub-01,MO,1,0.22746781115879827,0.08430625168822593,0.22746781115879827,0.08430625168822593,0.22746781115879827,0.08430625168822593
sub-43,sub-02,SP,1,0.12875536480686695,0.029373847484456338,0.5665236051502146,0.4097595390675525,0.5665236051502146,0.4097595390675525
sub-43,sub-02,CI,1,0.12017167381974249,0.025783960666304902,0.2145922746781116,0.07582765889685923,0.2145922746781116,0.07582765889685923
sub-43,sub-02,MO,1,0.2703862660944206,0.11509685651316555,0.2703862660944206,0.11509685651316555,0.2703862660944206,0.11509685651316555
sub-43,sub-19,SP,1,0.16738197424892703,0.047999242615501134,0.2317596566523605,0.08721269309566179,0.2317596566523605,0.08721269309566179
sub-43,sub-19,CI,1,0.10300429184549356,0.01923815567542292,0.13304721030042918,0.03124593575237352,0.13304721030042918,0.03124593575237352
sub-43,sub-19,MO,1,0.47639484978540775,0.30744086236151313,0.47639484978540775,0.30744086236151313,0.47639484978540775,0.30744086236151313
sub-43,sub-25,SP,1,0.0815450643776824,0.012296477961714014,0.18025751072961374,0.05506047600468201,0.18025751072961374,0.05506047600468201
sub-43,sub-25,CI,1,0.30472103004291845,0.14233679692794218,0.34334763948497854,0.175513170343759,0.34334763948497854,0.175513170343759
sub-43,sub-25,MO,1,0.19313304721030042,0.06252508722635625,0.19313304721030042,0.06252508722635625,0.19313304721030042,0.06252508722635625
sub-43,sub-30,SP,1,0.06866952789699571,0.008824999569091817,0.16738197424892703,0.047999242615501134,0.16738197424892703,0.047999242615501134
sub-43,sub-30,CI,1,0.24892703862660945,0.09922864769995429,0.4721030042918455,0.30280659167407,0.4721030042918455,0.30280659167407
sub-43,sub-30,MO,1,0.20600858369098712,0.07038015670581767,0.20600858369098712,0.07038015670581767,0.20600858369098712,0.07038015670581767
sub-01,sub-02,SP,2,0.45064377682403434,0.45710167314119815,0.5622317596566524,0.5580044531930686,0.12446351931330472,0.08297567954220315
sub-01,sub-02,CI,2,0.15021459227467812,0.07477937821339885,0.3648068669527897,0.30688642798195626,0.3562231759656652,0.3128657822863831
sub-01,sub-02,MO,2,0.24034334763948498,0.1253015557252999,0.004291845493562232,0.0038066803508117184,0.8154506437768241,0.8112274563776709
sub-01,sub-19,SP,2,0.26180257510729615,0.13533861933512767,0.3948497854077253,0.39563706884124766,0.34763948497854075,0.35273658551981235
sub-01,sub-19,CI,2,0.13304721030042918,0.06023947177645717,0.004291845493562232,0.0024638372277857256,0.43776824034334766,0.4496081080505133
sub-01,sub-19,MO,2,0.43776824034334766,0.3749142129847604,0.004291845493562232,0.0014415358909674672,0.40772532188841204,0.43467497121323145
sub-01,sub-25,SP,2,0.39914163090128757,0.3005681916908481,0.18454935622317598,0.18312992924063748,0.351931330472103,0.3543096142806375
sub-01,sub-25,CI,2,0.02575107296137339,0.017239212024350387,0.26609442060085836,0.22144770573494255,0.6566523605150214,0.5866542237398893
sub-01,sub-25,MO,2,0.004291845493562232,0.0026456581809630197,0.34763948497854075,0.36068795296263106,0.3090128755364807,0.3474323865255009
sub-01,sub-30,SP,2,0.17167381974248927,0.16676885346413242,0.0,0.0,0.27896995708154504,0.2532747435165774
sub-01,sub-30,CI,2,0.47639484978540775,0.32022923703346284,0.4721030042918455,0.32355969141497204,0.20600858369098712,0.2617620565950113
sub-01,sub-30,MO,2,0.1072961373390558,0.046497235190442236,0.008583690987124463,0.008583690987124463,0.5622317596566524,0.6219671401427072
sub-01,sub-43,SP,2,0.26609442060085836,0.14537691974099384,0.41630901287553645,0.2748043423377935,0.08583690987124463,0.04863781710789105
sub-01,sub-43,CI,2,0.2317596566523605,0.08782471199457871,0.02145922746781116,0.03712871376664153,0.40772532188841204,0.4400146238672432
sub-01,sub-43,MO,2,0.6995708154506438,0.6225696992011844,0.0,0.0,0.0,0.0
sub-02,sub-01,SP,2,0.3261802575107296,0.16045112990819063,0.3261802575107296,0.32194415027033046,0.012875536480686695,0.02500104171007125
sub-02,sub-01,CI,2,0.06437768240343347,0.06938750453739885,0.4892703862660944,0.37873152122079157,0.3090128755364807,0.3039093334956726
sub-02,sub-01,MO,2,0.017167381974248927,0.024562320355369743,0.008583690987124463,0.011444921316165951,0.759656652360515,0.706374974285778
sub-02,sub-19,SP,2,0.030042918454935622,0.013519313304721031,0.575107296137339,0.581451080568418,0.8154506437768241,0.7623351359300676
sub-02,sub-19,CI,2,0.5021459227467812,0.4657200699865993,0.008583690987124463,0.003942139564457161,0.34334763948497854,0.34018218144834866
sub-02,sub-19,MO,2,0.6995708154506438,0.6856646411178096,0.296137339055794,0.32738066944704913,0.1759656652360515,0.18210414698023725
sub-02,sub-25,SP,2,0.0,0.0,0.18025751072961374,0.1740417344975581,0.18025751072961374,0.14284557454044863
sub-02,sub-25,CI,2,0.2703862660944206,0.1591430535322985,0.5793991416309013,0.5455422750723529,0.5793991416309013,0.5455422750723529
sub-02,sub-25,MO,2,0.5407725321888412,0.5193492725681567,0.004291845493562232,0.003358835603657399,0.8326180257510729,0.8756508896386421
sub-02,sub-30,SP,2,0.16738197424892703,0.04871564922170265,0.48068669527896996,0.4366543262457819,0.24034334763948498,0.23351008997741285
sub-02,sub-30,CI,2,0.1459227467811159,0.09694216475993978,0.0,0.0,0.11158798283261803,0.13127997980308004
sub-02,sub-30,MO,2,0.05150214592274678,0.04032602301392127,0.9184549356223176,0.8920779685264665,0.776824034334764,0.8037730692282788
sub-02,sub-43,SP,2,0.2875536480686695,0.13397282643617292,0.27467811158798283,0.13733905579399142,0.33047210300429186,0.34054933107131724
sub-02,sub-43,CI,2,0.33476394849785407,0.26468214665639556,0.24892703862660945,0.20773767252292585,0.08583690987124463,0.058620940493599866
sub-02,sub-43,MO,2,0.5836909871244635,0.6099323179129774,0.3133047210300429,0.3790841750567552,0.04291845493562232,0.01369737923477308
sub-19,sub-01,SP,2,0.3133047210300429,0.29486105854785855,0.38626609442060084,0.3820299871802017,0.1888412017167382,0.18904343527402648
sub-19,sub-01,CI,2,0.48497854077253216,0.3253708305097508,0.017167381974248927,0.019326154557837115,0.6609442060085837,0.6611349546971864
sub-19,sub-01,MO,2,0.22746781115879827,0.08460206309765832,0.03862660944206009,0.022414112923158393,0.2446351931330472,0.1888025440622963
sub-19,sub-02,SP,2,0.1888412017167382,0.11742864727370886,0.7167381974248928,0.7251163057366576,0.5579399141630901,0.6087705468453476
sub-19,sub-02,CI,2,0.33905579399141633,0.211850020458087,0.06437768240343347,0.05317889243129361,0.3905579399141631,0.34641021681446765
sub-19,sub-02,MO,2,0.26609442060085836,0.12326432719010348,0.45493562231759654,0.4217159930494251,0.41630901287553645,0.37794792697357965
sub-19,sub-25,SP,2,0.0,0.0,0.5665236051502146,0.5666400599742343,0.4291845493562232,0.43016372952778453
sub-19,sub-25,CI,2,0.351931330472103,0.19483485724948685,0.1072961373390558,0.05374172913496744,0.26609442060085836,0.22144770573494255
sub-19,sub-25,MO,2,0.19313304721030042,0.0627508095629135,0.9742489270386266,0.9616749413943037,0.0,0.0
sub-19,sub-30,SP,2,0.24034334763948498,0.21832716312289094,0.004291845493562232,0.007738327480816751,0.26609442060085836,0.1949214060512972
sub-19,sub-30,CI,2,0.15021459227467812,0.04968636513700892,0.18454935622317598,0.062485215099185566,0.17167381974248927,0.21885250436693302
sub-19,sub-30,MO,2,0.20600858369098712,0.07088467395818912,0.2446351931330472,0.22419489708435758,0.31759656652360513,0.34002730554106464
sub-19,sub-43,SP,2,0.43776824034334766,0.2759828750740137,0.27467811158798283,0.13733905579399142,0.09012875536480687,0.08635176902100679
sub-19,sub-43,CI,2,0.08583690987124463,0.03269977518904557,0.09012875536480687,0.0421910234960355,0.38197424892703863,0.368513487091613
sub-19,sub-43,MO,2,0.30472103004291845,0.32694827196747234,0.7939914163090128,0.7673078811027283,0.9313304721030042,0.9027142337661433
sub-25,sub-01,SP,2,0.4291845493562232,0.2593260116956031,0.31759656652360513,0.31759656652360513,0.19313304721030042,0.16835704296667792
sub-25,sub-01,CI,2,0.02145922746781116,0.02725901867532769,0.2317596566523605,0.22928232521279118,0.7510729613733905,0.7563099031323173
sub-25,sub-01,MO,2,0.2317596566523605,0.08751763258201026,0.06866952789699571,0.024147526293449042,0.296137339055794,0.25161533745224735
sub-25,sub-02,SP,2,0.13304721030042918,0.03786527879834566,0.5493562231759657,0.5535497821315074,0.38626609442060084,0.45934346363530915
sub-25,sub-02,CI,2,0.3648068669527897,0.31647695465571934,0.2017167381974249,0.1785042171661544,0.3905579399141631,0.37680593189317946
sub-25,sub-02,MO,2,0.30042918454935624,0.16275755429127545,0.03862660944206009,0.03891604896955006,0.6824034334763949,0.6143516378709512
sub-25,sub-19,SP,2,0.2446351931330472,0.09616693799023235,0.463519313304721,0.4635004480498043,0.5236051502145923,0.5194206008583692
sub-25,sub-19,CI,2,0.03862660944206009,0.028352532706880804,0.3090128755364807,0.35817786290584697,0.26609442060085836,0.28740217116889677
sub-25,sub-19,MO,2,0.1888412017167382,0.06853696124082391,0.8540772532188842,0.81367151785042,0.030042918454935622,0.030078710465008512
sub-25,sub-30,SP,2,0.4978540772532189,0.3632210890641461,0.2532188841201717,0.12769157404350537,0.7124463519313304,0.7111377583480588
sub-25,sub-30,CI,2,0.24892703862660945,0.10577119589995125,0.33476394849785407,0.19726838355681472,0.38197424892703863,0.37436168768345673
sub-25,sub-30,MO,2,0.04721030042918455,0.04930706735728127,0.1072961373390558,0.08652436027628427,0.8927038626609443,0.8699467260818989
sub-25,sub-43,SP,2,0.24892703862660945,0.1586077712341038,0.27467811158798283,0.13838744553287682,0.12446351931330472,0.13600022477750537
sub-25,sub-43,CI,2,0.2532188841201717,0.1655789413899883,0.0,0.0,0.4334763948497854,0.4334763948497854
sub-25,sub-43,MO,2,0.06437768240343347,0.007850936878467496,0.7896995708154506,0.7589694384295217,0.0944206008583691,0.03401287553648069
sub-30,sub-01,SP,2,0.4291845493562232,0.26011184809468074,0.0,0.0,0.1888412017167382,0.18904343527402648
sub-30,sub-01,CI,2,0.4034334763948498,0.231943405389088,0.37339055793991416,0.3893891380812547,0.3776824034334764,0.2897219545901336
sub-30,sub-01,MO,2,0.06866952789699571,0.008824999569091817,0.008583690987124463,0.011444921316165951,0.06866952789699571,0.02337686056067939
sub-30,sub-02,SP,2,0.12017167381974249,0.027625672142469533,0.12446351931330472,0.12446351931330472,0.5493562231759657,0.5556706625228159
sub-30,sub-02,CI,2,0.2145922746781116,0.07582765889685923,0.030042918454935622,0.039108030486037136,0.11158798283261803,0.08616023475963981
