ref_sub,target_sub,clip,dim,test_acc_random,test_f1_random,test_acc_not_align,test_f1_not_align,test_acc_align,test_f1_align
sub-25,sub-02,CI,1,0.27896995708154504,0.20149250542975444,0.3218884120171674,0.15676383702134775,0.3218884120171674,0.15676383702134775
sub-25,sub-02,MO,1,0.3133047210300429,0.1494852590535499,0.23605150214592274,0.1580152867267452,0.2317596566523605,0.14601134102637395
sub-25,sub-19,SP,1,0.2446351931330472,0.09616693799023235,0.3562231759656652,0.18712989623512793,0.3562231759656652,0.18712989623512793
sub-25,sub-19,CI,1,0.21030042918454936,0.14939931851475452,0.34334763948497854,0.175513170343759,0.34334763948497854,0.175513170343759
sub-25,sub-19,MO,1,0.2017167381974249,0.06771919068056406,0.26180257510729615,0.2146701442544901,0.26180257510729615,0.2146701442544901
sub-25,sub-30,SP,1,0.5107296137339056,0.34532286383144756,0.2532188841201717,0.10232817919924746,0.2532188841201717,0.10232817919924746
sub-25,sub-30,CI,1,0.4334763948497854,0.3371034446089402,0.18454935622317598,0.057504509547801216,0.18454935622317598,0.057504509547801216
sub-25,sub-30,MO,1,0.060085836909871244,0.006811349933102812,0.6437768240343348,0.6048398695036749,0.6437768240343348,0.6048398695036749
sub-25,sub-43,SP,1,0.13304721030042918,0.03124593575237352,0.14163090128755365,0.035141501823227596,0.14163090128755365,0.035141501823227596
sub-25,sub-43,CI,1,0.18454935622317598,0.0909811576475402,0.08583690987124463,0.013571052944070298,0.08583690987124463,0.013571052944070298
sub-25,sub-43,MO,1,0.06437768240343347,0.007787622871383081,0.3562231759656652,0.38450958151557907,0.3562231759656652,0.38450958151557907
sub-30,sub-01,SP,1,0.4291845493562232,0.25776849811184577,0.12017167381974249,0.06774264901303961,0.12017167381974249,0.06774264901303961
sub-30,sub-01,CI,1,0.4034334763948498,0.231943405389088,0.36909871244635195,0.2611729229135539,0.3261802575107296,0.23146315179678204
sub-30,sub-01,MO,1,0.06866952789699571,0.008824999569091817,0.07725321888412018,0.03750947486858601,0.07725321888412018,0.03750947486858601
sub-30,sub-02,SP,1,0.12875536480686695,0.029373847484456338,0.2145922746781116,0.12194024919771018,0.2145922746781116,0.12194024919771018
sub-30,sub-02,CI,1,0.2145922746781116,0.07582765889685923,0.27896995708154504,0.20149250542975444,0.27896995708154504,0.20149250542975444
sub-30,sub-02,MO,1,0.19742489270386265,0.06510068146507299,0.23605150214592274,0.1580152867267452,0.23605150214592274,0.1580152867267452
sub-30,sub-19,SP,1,0.2446351931330472,0.09616693799023235,0.34763948497854075,0.24703796377616125,0.24034334763948498,0.1712552981633034
sub-30,sub-19,CI,1,0.13304721030042918,0.03124593575237352,0.21030042918454936,0.14939931851475452,0.21030042918454936,0.14939931851475452
sub-30,sub-19,MO,1,0.22746781115879827,0.08430625168822593,0.26180257510729615,0.2146701442544901,0.26180257510729615,0.2146701442544901
sub-30,sub-25,SP,1,0.39914163090128757,0.22773111456331133,0.2575107296137339,0.14958062401615307,0.2575107296137339,0.14958062401615307
sub-30,sub-25,CI,1,0.34334763948497854,0.175513170343759,0.4034334763948498,0.28434831950781403,0.4034334763948498,0.28434831950781403
sub-30,sub-25,MO,1,0.3776824034334764,0.2070782025055821,0.36909871244635195,0.26380167774277585,0.36909871244635195,0.26380167774277585
sub-30,sub-43,SP,1,0.13304721030042918,0.03124593575237352,0.12017167381974249,0.07964274731592529,0.30472103004291845,0.1820163311330094
sub-30,sub-43,CI,1,0.2317596566523605,0.08721269309566179,0.18454935622317598,0.0909811576475402,0.18454935622317598,0.0909811576475402
sub-30,sub-43,MO,1,0.11158798283261803,0.02240376489303528,0.3562231759656652,0.38450958151557907,0.3562231759656652,0.38450958151557907
sub-43,sub-01,SP,1,0.060085836909871244,0.006811349933102812,0.08583690987124463,0.04113920246210072,0.30042918454935624,0.17167381974248927
sub-43,sub-01,CI,1,0.3562231759656652,0.23344099818592098,0.3648068669527897,0.250298126269069,0.3648068669527897,0.250298126269069
sub-43,sub-01,MO,1,0.22746781115879827,0.08430625168822593,0.22746781115879827,0.08430625168822593,0.22746781115879827,0.08430625168822593
sub-43,sub-02,SP,1,0.12875536480686695,0.029373847484456338,0.13304721030042918,0.0869800098239408,0.5622317596566524,0.45103179976499547
sub-43,sub-02,CI,1,0.19313304721030042,0.09543608395572946,0.2317596566523605,0.15659515546572242,0.3261802575107296,0.22718280805678281
sub-43,sub-02,MO,1,0.2703862660944206,0.11509685651316555,0.2703862660944206,0.11509685651316555,0.2703862660944206,0.11509685651316555
sub-43,sub-19,SP,1,0.16738197424892703,0.047999242615501134,0.2145922746781116,0.12237181787037062,0.18454935622317598,0.09548889718231013
sub-43,sub-19,CI,1,0.11158798283261803,0.039463981742784225,0.2532188841201717,0.20915930320626108,0.2532188841201717,0.20915930320626108
sub-43,sub-19,MO,1,0.47639484978540775,0.30744086236151313,0.47639484978540775,0.30744086236151313,0.47639484978540775,0.30744086236151313
sub-43,sub-25,SP,1,0.0815450643776824,0.012296477961714014,0.07725321888412018,0.0174577846251666,0.18454935622317598,0.06777622327391573
sub-43,sub-25,CI,1,0.3605150214592275,0.22382751955404195,0.33476394849785407,0.1853364420749365,0.33476394849785407,0.1853364420749365
sub-43,sub-25,MO,1,0.19313304721030042,0.06252508722635625,0.19313304721030042,0.06252508722635625,0.19313304721030042,0.06252508722635625
sub-43,sub-30,SP,1,0.06866952789699571,0.008824999569091817,0.12875536480686695,0.05433086227077644,0.1072961373390558,0.04205577242435353
sub-43,sub-30,CI,1,0.44206008583690987,0.35286530993032666,0.43776824034334766,0.32514496913115143,0.43776824034334766,0.32514496913115143
sub-43,sub-30,MO,1,0.20600858369098712,0.07038015670581767,0.20600858369098712,0.07038015670581767,0.20600858369098712,0.07038015670581767
sub-01,sub-02,SP,2,0.2832618025751073,0.2620155699208724,0.13733905579399142,0.13876060919343342,0.08583690987124463,0.04244133695389586
sub-01,sub-02,CI,2,0.22746781115879827,0.1686988234344374,0.2317596566523605,0.18807934406330243,0.2017167381974249,0.12406683121593448
sub-01,sub-02,MO,2,0.22317596566523606,0.10396299662220726,0.21030042918454936,0.1141519636607085,0.22317596566523606,0.1541551042624004
sub-01,sub-19,SP,2,0.2575107296137339,0.16469503871397526,0.2317596566523605,0.19315438411626243,0.2918454935622318,0.24056490189370214
sub-01,sub-19,CI,2,0.22317596566523606,0.19849309810635882,0.23605150214592274,0.17252169917799592,0.21030042918454936,0.18748892462910896
sub-01,sub-19,MO,2,0.14163090128755365,0.1080758483650971,0.12875536480686695,0.09809773132024234,0.13304721030042918,0.09207744150109307
sub-01,sub-25,SP,2,0.34334763948497854,0.26297852518119647,0.3905579399141631,0.33293815347466216,0.26609442060085836,0.24491892588547776
sub-01,sub-25,CI,2,0.3605150214592275,0.2593403995946712,0.30042918454935624,0.20281435382990887,0.33476394849785407,0.19706279570522492
sub-01,sub-25,MO,2,0.04721030042918455,0.03916393232763558,0.04721030042918455,0.04383179514013835,0.07296137339055794,0.07498198327258714
sub-01,sub-30,SP,2,0.4978540772532189,0.37829742692972435,0.34334763948497854,0.34388007622498457,0.33905579399141633,0.3141743760134487
sub-01,sub-30,CI,2,0.3905579399141631,0.29527966128425254,0.3948497854077253,0.3180655430806276,0.2875536480686695,0.254345694912232
sub-01,sub-30,MO,2,0.07725321888412018,0.024340163239890123,0.07296137339055794,0.02549696519540912,0.06437768240343347,0.012395045239471946
sub-01,sub-43,SP,2,0.2017167381974249,0.13133568487081027,0.20600858369098712,0.14564710926619104,0.16738197424892703,0.09251009065368561
sub-01,sub-43,CI,2,0.2145922746781116,0.12139715201006032,0.15450643776824036,0.09250433791181371,0.16738197424892703,0.10427282135573616
sub-01,sub-43,MO,2,0.14163090128755365,0.0652118385472227,0.14163090128755365,0.07534767801613579,0.13304721030042918,0.04723312005757568
sub-02,sub-01,SP,2,0.3261802575107296,0.16045112990819063,0.351931330472103,0.24065445886091924,0.2703862660944206,0.2463463575051558
sub-02,sub-01,CI,2,0.23605150214592274,0.20818410551687816,0.26180257510729615,0.2057631724822616,0.2446351931330472,0.22214174203238213
sub-02,sub-01,MO,2,0.24034334763948498,0.2365855495638179,0.2918454935622318,0.2928469346479297,0.30472103004291845,0.2607156260021698
sub-02,sub-19,SP,2,0.2317596566523605,0.08751763258201026,0.21888412017167383,0.14074769091188608,0.2532188841201717,0.1822189668699444
sub-02,sub-19,CI,2,0.27467811158798283,0.2692464124219206,0.27467811158798283,0.26841785483050007,0.33476394849785407,0.3261943094641169
sub-02,sub-19,MO,2,0.22317596566523606,0.23790059050405857,0.33905579399141633,0.30329406723532565,0.21888412017167383,0.20113550597493174
sub-02,sub-25,SP,2,0.1888412017167382,0.07916095397924165,0.19313304721030042,0.08917922554338101,0.27896995708154504,0.22071056449017634
sub-02,sub-25,CI,2,0.19313304721030042,0.16973697676993163,0.16738197424892703,0.13552508993162943,0.15450643776824036,0.11184195342975173
sub-02,sub-25,MO,2,0.22746781115879827,0.24517149362868584,0.24892703862660945,0.2405594597933453,0.18454935622317598,0.1838443267068054
sub-02,sub-30,SP,2,0.16738197424892703,0.047999242615501134,0.24892703862660945,0.22714128869433786,0.18025751072961374,0.14402780429627293
sub-02,sub-30,CI,2,0.26609442060085836,0.2314339545652825,0.18454935622317598,0.1855066227138531,0.14163090128755365,0.09976049726375705
sub-02,sub-30,MO,2,0.296137339055794,0.3638990295097368,0.14163090128755365,0.1050490761081143,0.1072961373390558,0.06219608148625783
sub-02,sub-43,SP,2,0.2832618025751073,0.1298283261802575,0.26180257510729615,0.13915168869073374,0.21888412017167383,0.17139553515721012
sub-02,sub-43,CI,2,0.20600858369098712,0.15606810817663802,0.2145922746781116,0.16378194435985893,0.15450643776824036,0.12726584547087616
sub-02,sub-43,MO,2,0.1459227467811159,0.18208852420522587,0.3776824034334764,0.4131921533515648,0.22746781115879827,0.25599142402122405
sub-19,sub-01,SP,2,0.1888412017167382,0.15570165759511886,0.2532188841201717,0.26105130527227627,0.19313304721030042,0.18655342246657336
sub-19,sub-01,CI,2,0.24892703862660945,0.1415303290160908,0.2145922746781116,0.13271611554873358,0.2532188841201717,0.17981080505157696
sub-19,sub-01,MO,2,0.20600858369098712,0.08674211722186051,0.1630901287553648,0.0917295337616293,0.1459227467811159,0.10123632877677008
sub-19,sub-02,SP,2,0.19313304721030042,0.10971288703565257,0.12446351931330472,0.07800087059404061,0.13733905579399142,0.14056798755525568
sub-19,sub-02,CI,2,0.37339055793991416,0.29518818091779464,0.27896995708154504,0.23156888248534477,0.37339055793991416,0.2862150846198546
sub-19,sub-02,MO,2,0.27896995708154504,0.14761360619896952,0.26609442060085836,0.2029949049484275,0.23605150214592274,0.1459418903705536
sub-19,sub-25,SP,2,0.3090128755364807,0.26247961774555295,0.34763948497854075,0.2888559705916735,0.40772532188841204,0.3535640503482503
sub-19,sub-25,CI,2,0.14163090128755365,0.07823392524373314,0.19313304721030042,0.12093236062729996,0.12875536480686695,0.08173926553123724
sub-19,sub-25,MO,2,0.18454935622317598,0.08942087243259002,0.2703862660944206,0.21800957020214343,0.21888412017167383,0.18749209975167488
sub-19,sub-30,SP,2,0.2703862660944206,0.2616197170411057,0.34763948497854075,0.3353896350732999,0.39914163090128757,0.36976706650526386
sub-19,sub-30,CI,2,0.15021459227467812,0.06469773669344486,0.12875536480686695,0.06450761279424047,0.09871244635193133,0.04930194249423205
sub-19,sub-30,MO,2,0.2317596566523605,0.13701526271681438,0.2532188841201717,0.25106839252126834,0.36909871244635195,0.37287115709156343
sub-19,sub-43,SP,2,0.12446351931330472,0.06544514923778534,0.1630901287553648,0.09363509067519724,0.12446351931330472,0.07801528384408944
sub-19,sub-43,CI,2,0.15021459227467812,0.0904237775837787,0.14163090128755365,0.10183577189770039,0.15450643776824036,0.09550578236686524
sub-19,sub-43,MO,2,0.6437768240343348,0.5677455927660098,0.5064377682403434,0.4876449320020619,0.5708154506437768,0.522787610222887
sub-25,sub-01,SP,2,0.18454935622317598,0.17953654371018754,0.41201716738197425,0.3234919208030537,0.1888412017167382,0.11291985030321992
sub-25,sub-01,CI,2,0.24892703862660945,0.20101989671161433,0.24892703862660945,0.22911460415132673,0.26609442060085836,0.19485408591007425
sub-25,sub-01,MO,2,0.1888412017167382,0.12042207758274608,0.13304721030042918,0.10437179631552242,0.22746781115879827,0.15459752240684635
sub-25,sub-02,SP,2,0.16738197424892703,0.11138748811762968,0.14163090128755365,0.1123615868922664,0.2017167381974249,0.1097666774077658
sub-25,sub-02,CI,2,0.27896995708154504,0.23769970046630537,0.26180257510729615,0.24876659580442018,0.27896995708154504,0.2240637608962382
sub-25,sub-02,MO,2,0.24034334763948498,0.1793184480151873,0.2446351931330472,0.19929332656053622,0.2918454935622318,0.25787835645677765
sub-25,sub-19,SP,2,0.30472103004291845,0.2611589718478643,0.34763948497854075,0.2558536378857415,0.30042918454935624,0.22013443053240164
sub-25,sub-19,CI,2,0.2017167381974249,0.15695892090741875,0.2575107296137339,0.2618752699458061,0.2317596566523605,0.23954254290628907
sub-25,sub-19,MO,2,0.22746781115879827,0.17726258944392986,0.27467811158798283,0.24482044676542397,0.19313304721030042,0.15405379156668184
sub-25,sub-30,SP,2,0.351931330472103,0.34294954420247403,0.3218884120171674,0.27575543797581403,0.2918454935622318,0.20628833461941054
sub-25,sub-30,CI,2,0.34334763948497854,0.3261223098879378,0.33476394849785407,0.33639302943205757,0.3218884120171674,0.3243716065553368
sub-25,sub-30,MO,2,0.40772532188841204,0.4177208556158098,0.22317596566523606,0.25056736660915135,0.2017167381974249,0.23014989494141863
sub-25,sub-43,SP,2,0.15021459227467812,0.07991692138047733,0.19313304721030042,0.1249349453758404,0.12446351931330472,0.037590315095995475
sub-25,sub-43,CI,2,0.23605150214592274,0.21003582907858337,0.27896995708154504,0.2893367606005481,0.21888412017167383,0.23016244417718149
sub-25,sub-43,MO,2,0.11158798283261803,0.054686534159896695,0.16738197424892703,0.18757979250268808,0.18025751072961374,0.20742533548114378
sub-30,sub-01,SP,2,0.41630901287553645,0.27275323120451417,0.4248927038626609,0.25595946015822946,0.4291845493562232,0.25854490925073687
sub-30,sub-01,CI,2,0.38197424892703863,0.2385714088569339,0.40772532188841204,0.25611129452331166,0.1888412017167382,0.17109165676454707
sub-30,sub-01,MO,2,0.06866952789699571,0.008824999569091817,0.06437768240343347,0.008956894943086397,0.06437768240343347,0.00884157011549301
sub-30,sub-02,SP,2,0.12017167381974249,0.02805564369332509,0.12875536480686695,0.029485961406152734,0.12875536480686695,0.029485961406152734
sub-30,sub-02,CI,2,0.21888412017167383,0.0896490697525448,0.2145922746781116,0.1074103133010664,0.22746781115879827,0.15512017228755426
sub-30,sub-02,MO,2,0.19742489270386265,0.06510068146507299,0.22317596566523606,0.136741563578221,0.21030042918454936,0.1258547319415145
sub-30,sub-19,SP,2,0.2703862660944206,0.16094629327203017,0.26180257510729615,0.16137339055793992,0.24034334763948498,0.09480671844602521
sub-30,sub-19,CI,2,0.13304721030042918,0.040990002750362985,0.15021459227467812,0.08430860489486522,0.15450643776824036,0.12082970107206817
sub-30,sub-19,MO,2,0.22746781115879827,0.08430625168822593,0.2532188841201717,0.17981121949940884,0.27896995708154504,0.20451519663659457
sub-30,sub-25,SP,2,0.3905579399141631,0.22772343831985684,0.3948497854077253,0.2259755694948828,0.39914163090128757,0.22773111456331133
sub-30,sub-25,CI,2,0.2918454935622318,0.21363660320170663,0.34763948497854075,0.18740786822807207,0.3605150214592275,0.22313409400188422
sub-30,sub-25,MO,2,0.3776824034334764,0.2070782025055821,0.38197424892703863,0.2613263586543863,0.36909871244635195,0.24640435228967533
sub-30,sub-43,SP,2,0.13733905579399142,0.03981568383340625,0.13304721030042918,0.03160508443918242,0.13304721030042918,0.03856202114564661
sub-30,sub-43,CI,2,0.2446351931330472,0.13715322911397276,0.2532188841201717,0.1524338569815636,0.2703862660944206,0.24110200973668178
sub-30,sub-43,MO,2,0.11587982832618025,0.03102030670028832,0.26609442060085836,0.2910851085535603,0.27896995708154504,0.29615337334779973
sub-43,sub-01,SP,2,0.1072961373390558,0.09544534257257503,0.17167381974248927,0.1571651882364149,0.12017167381974249,0.07035427745496989
sub-43,sub-01,CI,2,0.1459227467811159,0.1157846654549261,0.1759656652360515,0.15282783527730873,0.19313304721030042,0.17763429496479188
sub-43,sub-01,MO,2,0.2317596566523605,0.09333036847695615,0.21030042918454936,0.0801864945811591,0.21888412017167383,0.08752929717225216
sub-43,sub-02,SP,2,0.19742489270386265,0.1972674817605269,0.19313304721030042,0.20366054719804708,0.24892703862660945,0.19374727587381607
sub-43,sub-02,CI,2,0.17167381974248927,0.13012812706489102,0.19313304721030042,0.16815417461485208,0.2575107296137339,0.22312384485607203
sub-43,sub-02,MO,2,0.26180257510729615,0.11258404253760856,0.27467811158798283,0.13158858309072904,0.26180257510729615,0.13232772748108246
sub-43,sub-19,SP,2,0.22746781115879827,0.1493947500965451,0.21888412017167383,0.1873227988034855,0.33905579399141633,0.2651837508733406
sub-43,sub-19,CI,2,0.13304721030042918,0.08008593060655005,0.15879828326180256,0.13317592313403884,0.15021459227467812,0.13988187162386706
sub-43,sub-19,MO,2,0.4334763948497854,0.28898426323319026,0.44635193133047213,0.3204439744839073,0.45064377682403434,0.3287819422729132
sub-43,sub-25,SP,2,0.13304721030042918,0.09068294872413114,0.13733905579399142,0.1526285191363412,0.2145922746781116,0.1550289887809653
sub-43,sub-25,CI,2,0.2703862660944206,0.20654371756424297,0.31759656652360513,0.2481127453996184,0.2317596566523605,0.14841770756943692
sub-43,sub-25,MO,2,0.1888412017167382,0.06135634712818209,0.21888412017167383,0.11489915147458361,0.1888412017167382,0.07588843373428564
sub-43,sub-30,SP,2,0.12875536480686695,0.07403309328956438,0.12446351931330472,0.08848921416998332,0.18025751072961374,0.11455313520662944
sub-43,sub-30,CI,2,0.38626609442060084,0.3427882603802637,0.3090128755364807,0.26970623926554,0.2145922746781116,0.1866281380545455
sub-43,sub-30,MO,2,0.19313304721030042,0.0728313174665106,0.21888412017167383,0.09665860519630441,0.21030042918454936,0.07966832212671593
sub-01,sub-02,SP,3,0.19313304721030042,0.1507174064715037,0.1459227467811159,0.14631480755053514,0.14163090128755365,0.09047065077059244
sub-01,sub-02,CI,3,0.22317596566523606,0.1847685260964736,0.2317596566523605,0.1660991863207653,0.2446351931330472,0.16875687565044228
sub-01,sub-02,MO,3,0.21888412017167383,0.08726439904785128,0.23605150214592274,0.15165434324615373,0.24034334763948498,0.18836471179274988
sub-01,sub-19,SP,3,0.2532188841201717,0.12794369192342472,0.2532188841201717,0.22104170554207872,0.30042918454935624,0.25382734386637423
sub-01,sub-19,CI,3,0.21030042918454936,0.1740358705732084,0.19313304721030042,0.12965761333509376,0.18025751072961374,0.1459309012427489
sub-01,sub-19,MO,3,0.10300429184549356,0.04062951080184676,0.12017167381974249,0.0665611730285402,0.12446351931330472,0.07531593389706052
sub-01,sub-25,SP,3,0.3605150214592275,0.22986785633611928,0.3905579399141631,0.3335967536907012,0.2532188841201717,0.22886787627706912
sub-01,sub-25,CI,3,0.34334763948497854,0.22056269910347165,0.33905579399141633,0.22706794977741052,0.33905579399141633,0.20523095600200467
sub-01,sub-25,MO,3,0.03862660944206009,0.031438471701824816,0.060085836909871244,0.060180622856480404,0.05150214592274678,0.04388928032987117
sub-01,sub-30,SP,3,0.4892703862660944,0.35103564097779444,0.33047210300429186,0.3277029655273639,0.3776824034334764,0.3672118993159538
sub-01,sub-30,CI,3,0.38626609442060084,0.28674545279083613,0.41201716738197425,0.2970736412413382,0.41201716738197425,0.34106767337204896
sub-01,sub-30,MO,3,0.06866952789699571,0.016718062841095744,0.08583690987124463,0.033892750858305586,0.07725321888412018,0.048745338208247335
sub-01,sub-43,SP,3,0.17167381974248927,0.10472853402522468,0.15879828326180256,0.09586218674430941,0.15450643776824036,0.106187139343157
sub-01,sub-43,CI,3,0.21888412017167383,0.11767555814361398,0.22317596566523606,0.12496272024286846,0.2446351931330472,0.14388538784514418
sub-01,sub-43,MO,3,0.17167381974248927,0.09398362307465363,0.15021459227467812,0.0850282583536237,0.14163090128755365,0.07843366097203457
sub-02,sub-01,SP,3,0.3261802575107296,0.1609720751351653,0.33047210300429186,0.234971697318081,0.36909871244635195,0.33260176119855545
sub-02,sub-01,CI,3,0.30472103004291845,0.2661503937837452,0.2918454935622318,0.21232876032169454,0.2145922746781116,0.1565572543775376
sub-02,sub-01,MO,3,0.1888412017167382,0.1987236615737663,0.2532188841201717,0.2641515564061782,0.2317596566523605,0.2030767828072475
sub-02,sub-19,SP,3,0.2317596566523605,0.08721269309566179,0.19313304721030042,0.13087968100882924,0.22746781115879827,0.14546429499734956
sub-02,sub-19,CI,3,0.37339055793991416,0.3513515400665345,0.2875536480686695,0.29059722230541857,0.3562231759656652,0.3297830778736478
